,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
35965,tt0036613,movie,Arsenic and Old Lace,Arsenic and Old Lace,0,1944,\N,118,"Comedy,Crime,Thriller"
36123,tt0036775,movie,Double Indemnity,Double Indemnity,0,1944,\N,107,"Crime,Drama,Film-Noir"
36125,tt0036777,movie,Dragon Seed,Dragon Seed,0,1944,\N,148,"Drama,History,War"
36172,tt0036824,movie,The Fighting Seabees,The Fighting Seabees,0,1944,\N,100,"Drama,Romance,War"
36203,tt0036855,movie,Gaslight,Gaslight,0,1944,\N,114,"Crime,Drama,Mystery"
36216,tt0036868,movie,The Best Years of Our Lives,The Best Years of Our Lives,0,1946,\N,170,"Drama,Romance,War"
36220,tt0036872,movie,Going My Way,Going My Way,0,1944,\N,126,"Comedy,Drama,Music"
36316,tt0036969,movie,Jane Eyre,Jane Eyre,0,1943,\N,97,"Drama,Romance"
36353,tt0037008,movie,Laura,Laura,0,1944,\N,88,"Drama,Film-Noir,Mystery"
36362,tt0037017,movie,Lifeboat,Lifeboat,0,1944,\N,97,"Drama,War"
36404,tt0037059,movie,Meet Me in St. Louis,Meet Me in St. Louis,0,1944,\N,113,"Comedy,Drama,Family"
36421,tt0037077,movie,The Miracle of Morgan's Creek,The Miracle of Morgan's Creek,0,1943,\N,98,"Comedy,Romance,War"
36437,tt0037094,movie,Mr. Skeffington,Mr. Skeffington,0,1944,\N,146,"Drama,Romance"
36463,tt0037120,movie,National Velvet,National Velvet,0,1944,\N,123,"Drama,Family,Sport"
36535,tt0037193,movie,The Princess and the Pirate,The Princess and the Pirate,0,1944,\N,94,"Adventure,Comedy,Romance"
36701,tt0037365,movie,The Thin Man Goes Home,The Thin Man Goes Home,0,1944,\N,100,"Comedy,Crime,Film-Noir"
36718,tt0037382,movie,To Have and Have Not,To Have and Have Not,0,1944,\N,100,"Adventure,Comedy,Drama"
36846,tt0037514,movie,Anchors Aweigh,Anchors Aweigh,0,1945,\N,140,"Comedy,Fantasy,Musical"
36847,tt0037515,movie,And Then There Were None,And Then There Were None,0,1945,\N,97,"Crime,Drama,Mystery"
36868,tt0037536,movie,The Bells of St. Mary's,The Bells of St. Mary's,0,1945,\N,126,Drama
36881,tt0037549,movie,The Body Snatcher,The Body Snatcher,0,1945,\N,78,"Horror,Thriller"
36890,tt0037558,movie,Brief Encounter,Brief Encounter,0,1945,\N,86,"Drama,Romance"
36967,tt0037635,movie,Dead of Night,Dead of Night,0,1945,\N,77,"Drama,Horror"
36970,tt0037638,movie,Detour,Detour,0,1945,\N,66,"Crime,Drama,Film-Noir"
37129,tt0037800,movie,I Know Where I'm Going!,I Know Where I'm Going!,0,1945,\N,92,"Drama,Romance"
37211,tt0037884,movie,The Lost Weekend,The Lost Weekend,0,1945,\N,101,"Drama,Film-Noir"
37240,tt0037913,movie,Mildred Pierce,Mildred Pierce,0,1945,\N,111,"Crime,Drama,Film-Noir"
37281,tt0037954,movie,"Objective, Burma!","Objective, Burma!",0,1945,\N,142,"Action,Adventure,Drama"
37315,tt0037988,movie,The Picture of Dorian Gray,The Picture of Dorian Gray,0,1945,\N,110,"Drama,Fantasy,Horror"
37432,tt0038109,movie,Spellbound,Spellbound,0,1945,\N,111,"Drama,Film-Noir,Mystery"
37488,tt0038166,movie,The Three Caballeros,The Three Caballeros,0,1944,\N,71,"Animation,Comedy,Family"
37580,tt0038259,movie,The Woman in Green,The Woman in Green,0,1945,\N,68,"Crime,Drama,Horror"
37669,tt0038348,movie,Beauty and the Beast,La Belle et la Bête,0,1946,\N,93,"Drama,Fantasy,Romance"
37675,tt0038355,movie,The Big Sleep,The Big Sleep,0,1946,\N,114,"Crime,Drama,Film-Noir"
37812,tt0038494,movie,Dressed to Kill,Dressed to Kill,0,1946,\N,76,"Crime,Drama,Mystery"
37817,tt0038499,movie,Duel in the Sun,Duel in the Sun,0,1946,\N,129,"Drama,Romance,Western"
37877,tt0038559,movie,Gilda,Gilda,0,1946,\N,110,"Drama,Film-Noir,Romance"
37891,tt0038574,movie,Great Expectations,Great Expectations,0,1946,\N,118,"Adventure,Drama,Mystery"
37906,tt0038589,movie,The Harvey Girls,The Harvey Girls,0,1946,\N,102,"Comedy,Drama,History"
37965,tt0038650,movie,It's a Wonderful Life,It's a Wonderful Life,0,1946,\N,130,"Drama,Family,Fantasy"
37976,tt0038661,movie,The Jolson Story,The Jolson Story,0,1946,\N,128,"Biography,Drama,Music"
37984,tt0038669,movie,The Killers,The Killers,0,1946,\N,103,"Crime,Drama,Film-Noir"
38091,tt0038776,movie,Night and Day,Night and Day,0,1946,\N,128,"Biography,Drama,Musical"
38102,tt0038787,movie,Notorious,Notorious,0,1946,\N,102,"Drama,Film-Noir,Romance"
38138,tt0038823,movie,Paisan,Paisà,0,1946,\N,120,"Drama,War"
38169,tt0038854,movie,The Postman Always Rings Twice,The Postman Always Rings Twice,0,1946,\N,113,"Crime,Drama,Film-Noir"
38205,tt0038890,movie,"Rome, Open City",Roma città aperta,0,1945,\N,103,"Drama,Thriller,War"
38284,tt0038969,movie,Song of the South,Song of the South,0,1946,\N,94,"Animation,Comedy,Family"
38290,tt0038975,movie,The Spiral Staircase,The Spiral Staircase,0,1946,\N,83,"Drama,Horror,Mystery"
38303,tt0038988,movie,The Strange Love of Martha Ivers,The Strange Love of Martha Ivers,0,1946,\N,116,"Drama,Film-Noir,Romance"
38306,tt0038991,movie,The Stranger,The Stranger,0,1946,\N,95,"Crime,Drama,Film-Noir"
38332,tt0039017,movie,Terror by Night,Terror by Night,0,1946,\N,60,"Crime,Drama,Film-Noir"
38355,tt0039040,movie,To Each His Own,To Each His Own,0,1946,\N,122,"Drama,Romance"
38381,tt0039066,movie,Undercurrent,Undercurrent,0,1946,\N,116,"Drama,Film-Noir,Thriller"
38422,tt0039111,movie,The Yearling,The Yearling,0,1946,\N,128,"Drama,Family,Western"
38480,tt0039169,movie,The Bachelor and the Bobby-Soxer,The Bachelor and the Bobby-Soxer,0,1947,\N,95,"Comedy,Romance"
38501,tt0039190,movie,The Bishop's Wife,The Bishop's Wife,0,1947,\N,109,"Comedy,Drama,Fantasy"
38503,tt0039192,movie,Black Narcissus,Black Narcissus,0,1947,\N,101,Drama
38522,tt0039211,movie,Born to Kill,Born to Kill,0,1947,\N,92,"Crime,Drama,Film-Noir"
38596,tt0039286,movie,Crossfire,Crossfire,0,1947,\N,86,"Crime,Drama,Film-Noir"
38612,tt0039302,movie,Dark Passage,Dark Passage,0,1947,\N,106,"Drama,Film-Noir,Thriller"
38645,tt0039335,movie,A Double Life,A Double Life,0,1947,\N,104,"Crime,Drama,Film-Noir"
38680,tt0039370,movie,The Farmer's Daughter,The Farmer's Daughter,0,1947,\N,97,"Comedy,Drama,Romance"
38711,tt0039402,movie,The Fugitive,The Fugitive,0,1947,\N,104,"Drama,History"
38725,tt0039416,movie,Gentleman's Agreement,Gentleman's Agreement,0,1947,\N,118,"Drama,Romance"
38726,tt0039417,movie,Germany Year Zero,Germania anno zero,0,1948,\N,78,Drama
38729,tt0039420,movie,The Ghost and Mrs. Muir,The Ghost and Mrs. Muir,0,1947,\N,104,"Comedy,Drama,Fantasy"
38810,tt0039502,movie,It Happened on Fifth Avenue,It Happened on Fifth Avenue,0,1947,\N,116,"Comedy,Music,Romance"
38874,tt0039566,movie,Life with Father,Life with Father,0,1947,\N,118,"Comedy,Family"
38936,tt0039628,movie,Miracle on 34th Street,Miracle on 34th Street,0,1947,\N,96,"Comedy,Drama,Family"
38939,tt0039631,movie,Monsieur Verdoux,Monsieur Verdoux,0,1947,\N,124,"Comedy,Crime,Drama"
38997,tt0039689,movie,Out of the Past,Out of the Past,0,1947,\N,97,"Crime,Drama,Film-Noir"
39002,tt0039694,movie,The Paradine Case,The Paradine Case,0,1947,\N,125,"Crime,Drama,Romance"
39112,tt0039808,movie,The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,0,1947,\N,110,"Comedy,Fantasy,Romance"
39157,tt0039853,movie,Song of the Thin Man,Song of the Thin Man,0,1947,\N,86,"Comedy,Crime,Musical"
39368,tt0040068,movie,Abbott and Costello Meet Frankenstein,Bud Abbott and Lou Costello Meet Frankenstein,0,1948,\N,83,"Comedy,Family,Fantasy"
39498,tt0040202,movie,Call Northside 777,Call Northside 777,0,1948,\N,112,"Drama,Film-Noir"
39603,tt0040308,movie,Easter Parade,Easter Parade,0,1948,\N,103,"Musical,Romance"
39631,tt0040338,movie,The Fallen Idol,The Fallen Idol,0,1948,\N,95,"Drama,Film-Noir,Mystery"
39707,tt0040416,movie,Hamlet,Hamlet,0,1948,\N,154,Drama
39749,tt0040458,movie,I Remember Mama,I Remember Mama,0,1948,\N,134,"Drama,Family"
39786,tt0040495,movie,Johnny Belinda,Johnny Belinda,0,1948,\N,102,Drama
39788,tt0040497,movie,The Big Day,Jour de fête,0,1949,\N,70,Comedy
39797,tt0040506,movie,Key Largo,Key Largo,0,1948,\N,100,"Action,Crime,Drama"
39813,tt0040522,movie,Bicycle Thieves,Ladri di biciclette,0,1948,\N,89,Drama
39815,tt0040525,movie,The Lady from Shanghai,The Lady from Shanghai,0,1947,\N,87,"Crime,Drama,Film-Noir"
39902,tt0040613,movie,Mr. Blandings Builds His Dream House,Mr. Blandings Builds His Dream House,0,1948,\N,94,"Comedy,Romance"
39951,tt0040662,movie,Oliver Twist,Oliver Twist,0,1948,\N,105,Drama
40009,tt0040724,movie,Red River,Red River,0,1948,\N,133,"Drama,Western"
40010,tt0040725,movie,The Red Shoes,The Red Shoes,0,1948,\N,135,"Drama,Music,Romance"
40031,tt0040746,movie,Rope,Rope,0,1948,\N,80,"Crime,Drama,Mystery"
40090,tt0040806,movie,The Snake Pit,The Snake Pit,0,1948,\N,108,"Drama,Mystery"
40107,tt0040823,movie,"Sorry, Wrong Number","Sorry, Wrong Number",0,1948,\N,89,"Drama,Film-Noir,Mystery"
40158,tt0040876,movie,The Three Musketeers,The Three Musketeers,0,1948,\N,125,"Action,Adventure,Drama"
40179,tt0040897,movie,The Treasure of the Sierra Madre,The Treasure of the Sierra Madre,0,1948,\N,126,"Adventure,Drama,Western"
40200,tt0040919,movie,Unfaithfully Yours,Unfaithfully Yours,0,1948,\N,105,"Comedy,Music,Romance"
40369,tt0041090,movie,Adam's Rib,Adam's Rib,0,1949,\N,101,"Comedy,Romance"
40373,tt0041094,movie,The Adventures of Ichabod and Mr. Toad,The Adventures of Ichabod and Mr. Toad,0,1949,\N,68,"Animation,Comedy,Family"
40392,tt0041113,movie,All the King's Men,All the King's Men,0,1949,\N,110,"Drama,Film-Noir"
40469,tt0041190,movie,The Blue Lagoon,The Blue Lagoon,0,1949,\N,101,"Adventure,Drama,Romance"
40660,tt0041386,movie,The Fountainhead,The Fountainhead,0,1949,\N,114,"Drama,Romance"
40687,tt0041414,movie,Gigi,Gigi,0,1949,\N,82,"Comedy,Romance"
40723,tt0041452,movie,The Heiress,The Heiress,0,1949,\N,115,"Drama,Romance"
40768,tt0041497,movie,I Shot Jesse James,I Shot Jesse James,0,1949,\N,81,Western
40769,tt0041498,movie,I Was a Male War Bride,I Was a Male War Bride,0,1949,\N,105,"Comedy,Romance,War"
40780,tt0041509,movie,The Inspector General,The Inspector General,0,1949,\N,102,"Comedy,Musical,Romance"
40816,tt0041546,movie,Kind Hearts and Coronets,Kind Hearts and Coronets,0,1949,\N,106,"Comedy,Crime"
40854,tt0041587,movie,A Letter to Three Wives,A Letter to Three Wives,0,1949,\N,103,"Comedy,Drama,Romance"
40861,tt0041594,movie,Little Women,Little Women,0,1949,\N,122,"Drama,Family,Romance"
40917,tt0041650,movie,Mighty Joe Young,Mighty Joe Young,0,1949,\N,94,"Adventure,Drama,Fantasy"
40966,tt0041699,movie,Stray Dog,Nora inu,0,1949,\N,122,"Crime,Drama,Mystery"
40983,tt0041716,movie,On the Town,On the Town,0,1949,\N,98,"Comedy,Musical,Romance"
41104,tt0041841,movie,Sands of Iwo Jima,Sands of Iwo Jima,0,1949,\N,100,"Action,Drama,Romance"
41105,tt0041842,short,Blood of the Beasts,Le sang des bêtes,0,1949,\N,22,"Documentary,Short"
41129,tt0041866,movie,She Wore a Yellow Ribbon,She Wore a Yellow Ribbon,0,1949,\N,104,Western
41220,tt0041959,movie,The Third Man,The Third Man,0,1949,\N,104,"Drama,Film-Noir,Mystery"
41229,tt0041968,movie,Too Late for Tears,Too Late for Tears,0,1949,\N,99,"Crime,Drama,Film-Noir"
41255,tt0041996,movie,Twelve O'Clock High,Twelve O'Clock High,0,1949,\N,132,"Drama,War"
41300,tt0042041,movie,White Heat,White Heat,0,1949,\N,114,"Action,Crime,Drama"
41448,tt0042192,movie,All About Eve,All About Eve,0,1950,\N,138,Drama
41456,tt0042200,movie,Annie Get Your Gun,Annie Get Your Gun,0,1950,\N,107,"Comedy,Musical,Romance"
41463,tt0042208,movie,The Asphalt Jungle,The Asphalt Jungle,0,1950,\N,112,"Crime,Drama,Film-Noir"
41531,tt0042276,movie,Born Yesterday,Born Yesterday,0,1950,\N,103,"Comedy,Drama,Romance"
41541,tt0042286,movie,Broken Arrow,Broken Arrow,0,1950,\N,93,"Drama,Romance,Western"
41582,tt0042327,movie,Cheaper by the Dozen,Cheaper by the Dozen,0,1950,\N,86,"Comedy,Drama,Family"
41586,tt0042332,movie,Cinderella,Cinderella,0,1950,\N,74,"Animation,Family,Fantasy"
41622,tt0042369,movie,D.O.A.,D.O.A.,0,1949,\N,83,"Crime,Drama,Film-Noir"
41703,tt0042451,movie,Father of the Bride,Father of the Bride,0,1950,\N,92,"Comedy,Drama,Romance"
41797,tt0042546,movie,Harvey,Harvey,0,1950,\N,104,"Comedy,Drama,Fantasy"
41842,tt0042593,movie,In a Lonely Place,In a Lonely Place,0,1950,\N,94,"Drama,Film-Noir,Mystery"
41867,tt0042619,movie,Diary of a Country Priest,Journal d'un curé de campagne,0,1951,\N,95,Drama
41894,tt0042646,movie,King Solomon's Mines,King Solomon's Mines,0,1950,\N,103,"Action,Adventure,Romance"
41913,tt0042665,movie,Last Holiday,Last Holiday,0,1950,\N,88,"Comedy,Drama,Romance"
42048,tt0042804,movie,The Young and the Damned,Los olvidados,0,1950,\N,80,"Crime,Drama"
42119,tt0042876,movie,Rashomon,Rashômon,0,1950,\N,88,"Crime,Drama,Mystery"
42138,tt0042895,movie,Rio Grande,Rio Grande,0,1950,\N,105,"Drama,Romance,Western"
42234,tt0042994,movie,Stage Fright,Stage Fright,0,1950,\N,111,"Film-Noir,Mystery,Thriller"
42253,tt0043014,movie,Sunset Boulevard,Sunset Blvd.,0,1950,\N,110,"Drama,Film-Noir"
42305,tt0043067,movie,Treasure Island,Treasure Island,0,1950,\N,96,"Adventure,Family"
42373,tt0043137,movie,Winchester '73,Winchester '73,0,1950,\N,92,"Action,Drama,Western"
42383,tt0043147,movie,The Wooden Horse,The Wooden Horse,0,1950,\N,101,"Drama,History,War"
42499,tt0043265,movie,The African Queen,The African Queen,0,1951,\N,105,"Adventure,Drama,Romance"
42508,tt0043274,movie,Alice in Wonderland,Alice in Wonderland,0,1951,\N,75,"Adventure,Animation,Comedy"
42512,tt0043278,movie,An American in Paris,An American in Paris,0,1951,\N,114,"Drama,Musical,Romance"
42570,tt0043338,movie,Ace in the Hole,Ace in the Hole,0,1951,\N,111,"Drama,Film-Noir"
42593,tt0043362,movie,The Browning Version,The Browning Version,0,1951,\N,90,Drama
42610,tt0043379,movie,Captain Horatio Hornblower,Captain Horatio Hornblower R.N.,0,1951,\N,117,"Action,Adventure,Drama"
42686,tt0043456,movie,The Day the Earth Stood Still,The Day the Earth Stood Still,0,1951,\N,92,"Drama,Sci-Fi"
42848,tt0043618,movie,Happy Go Lovely,Happy Go Lovely,0,1951,\N,97,"Comedy,Musical,Romance"
42915,tt0043686,movie,Forbidden Games,Jeux interdits,0,1952,\N,86,"Drama,War"
43139,tt0043915,movie,People Will Talk,People Will Talk,0,1951,\N,110,"Comedy,Drama,Romance"
43142,tt0043918,movie,The Little World of Don Camillo,Don Camillo,0,1952,\N,107,Comedy
43147,tt0043924,movie,A Place in the Sun,A Place in the Sun,0,1951,\N,122,"Drama,Romance"
43172,tt0043949,movie,Quo Vadis,Quo Vadis,0,1951,\N,171,"Biography,Drama,Romance"
43183,tt0043961,movie,The Red Badge of Courage,The Red Badge of Courage,0,1951,\N,69,"Drama,War"
43205,tt0043983,movie,Royal Wedding,Royal Wedding,0,1951,\N,93,"Comedy,Musical,Romance"
43230,tt0044008,movie,A Christmas Carol,Scrooge,0,1951,\N,86,"Drama,Family,Fantasy"
43251,tt0044030,movie,Show Boat,Show Boat,0,1951,\N,108,"Drama,Family,Musical"
43297,tt0044079,movie,Strangers on a Train,Strangers on a Train,0,1951,\N,101,"Crime,Drama,Film-Noir"
43299,tt0044081,movie,A Streetcar Named Desire,A Streetcar Named Desire,0,1951,\N,122,Drama
43336,tt0044121,movie,The Thing from Another World,The Thing from Another World,0,1951,\N,87,"Horror,Sci-Fi"
43420,tt0044207,movie,When Worlds Collide,When Worlds Collide,0,1951,\N,83,"Action,Sci-Fi,Thriller"
43602,tt0044391,movie,The Bad and the Beautiful,The Bad and the Beautiful,0,1952,\N,118,"Drama,Romance"
43716,tt0044509,movie,"Come Back, Little Sheba","Come Back, Little Sheba",0,1952,\N,99,"Drama,Romance"
43724,tt0044517,movie,The Crimson Pirate,The Crimson Pirate,0,1952,\N,105,"Action,Adventure,Comedy"
43910,tt0044706,movie,High Noon,High Noon,0,1952,\N,85,"Drama,Thriller,Western"
43945,tt0044741,movie,Ikiru,Ikiru,0,1952,\N,143,Drama
43948,tt0044744,movie,The Importance of Being Earnest,The Importance of Being Earnest,0,1952,\N,95,"Comedy,Drama"
44032,tt0044829,movie,The Lavender Hill Mob,The Lavender Hill Mob,0,1951,\N,78,"Comedy,Crime"
44040,tt0044837,movie,Limelight,Limelight,0,1952,\N,137,"Drama,Music,Romance"
44077,tt0044876,movie,The Man in the White Suit,The Man in the White Suit,0,1951,\N,85,"Comedy,Drama,Sci-Fi"
44116,tt0044916,movie,Monkey Business,Monkey Business,0,1952,\N,97,"Comedy,Sci-Fi"
44209,tt0045012,movie,Pat and Mike,Pat and Mike,0,1952,\N,95,"Comedy,Romance,Sport"
44258,tt0045061,movie,The Quiet Man,The Quiet Man,0,1952,\N,129,"Comedy,Drama,Romance"
44278,tt0045081,movie,The Return of Don Camillo,Le retour de Don Camillo,0,1953,\N,115,Comedy
44321,tt0045125,movie,Scaramouche,Scaramouche,0,1952,\N,115,"Action,Adventure,Comedy"
44345,tt0045152,movie,Singin' in the Rain,Singin' in the Rain,0,1952,\N,103,"Comedy,Musical,Romance"
44444,tt0045251,movie,Othello,The Tragedy of Othello: The Moor of Venice,0,1951,\N,90,"Drama,Romance"
44467,tt0045274,movie,Umberto D.,Umberto D.,0,1952,\N,89,Drama
44652,tt0045464,movie,"The 5,000 Fingers of Dr. T.","The 5,000 Fingers of Dr. T.",0,1953,\N,89,"Family,Fantasy,Music"
44725,tt0045537,movie,The Band Wagon,The Band Wagon,0,1953,\N,112,"Comedy,Musical,Romance"
44778,tt0045591,movie,Calamity Jane,Calamity Jane,0,1953,\N,101,"Musical,Romance,Western"
44894,tt0045708,short,Duck Amuck,Duck Amuck,0,1953,\N,7,"Animation,Comedy,Family"
44979,tt0045793,movie,From Here to Eternity,From Here to Eternity,0,1953,\N,118,"Drama,Romance,War"
44996,tt0045810,movie,Gentlemen Prefer Blondes,Gentlemen Prefer Blondes,0,1953,\N,91,"Comedy,Musical,Romance"
45012,tt0045826,movie,Glen or Glenda,Glen or Glenda,0,1953,\N,65,"Drama,Horror"
45070,tt0045888,movie,House of Wax,House of Wax,0,1953,\N,88,Horror
45073,tt0045891,movie,How to Marry a Millionaire,How to Marry a Millionaire,0,1953,\N,95,"Comedy,Drama,Romance"
45078,tt0045897,movie,I Confess,I Confess,0,1953,\N,95,"Crime,Drama,Thriller"
45101,tt0045920,movie,It Came from Outer Space,It Came from Outer Space,0,1953,\N,81,"Horror,Sci-Fi"
45142,tt0045963,movie,Kiss Me Kate,Kiss Me Kate,0,1953,\N,109,"Comedy,Musical,Romance"
45261,tt0046085,movie,Mogambo,Mogambo,0,1953,\N,116,"Adventure,Drama,Romance"
45302,tt0046126,movie,Niagara,Niagara,0,1953,\N,92,"Drama,Film-Noir,Thriller"
45358,tt0046183,movie,Peter Pan,Peter Pan,0,1953,\N,77,"Adventure,Animation,Family"
45362,tt0046187,movie,Pickup on South Street,Pickup on South Street,0,1953,\N,80,"Crime,Drama,Film-Noir"
45422,tt0046250,movie,Roman Holiday,Roman Holiday,0,1953,\N,118,"Comedy,Drama,Romance"
45440,tt0046268,movie,The Wages of Fear,Le salaire de la peur,0,1953,\N,156,"Adventure,Drama,Thriller"
45474,tt0046303,movie,Shane,Shane,0,1953,\N,118,"Drama,Western"
45530,tt0046359,movie,Stalag 17,Stalag 17,0,1953,\N,120,"Comedy,Drama,War"
45584,tt0046414,movie,Beat the Devil,Beat the Devil,0,1953,\N,89,"Action,Adventure,Comedy"
45605,tt0046435,movie,Titanic,Titanic,0,1953,\N,98,"Drama,History,Romance"
45607,tt0046438,movie,Tokyo Story,Tôkyô monogatari,0,1953,\N,137,Drama
45620,tt0046451,movie,Don't Touch the Loot,Touchez pas au grisbi,0,1954,\N,96,"Crime,Drama"
45646,tt0046478,movie,Ugetsu,Ugetsu monogatari,0,1953,\N,96,"Drama,Fantasy,War"
45655,tt0046487,movie,Monsieur Hulot's Holiday,Les vacances de Monsieur Hulot,0,1953,\N,83,Comedy
45688,tt0046521,movie,I Vitelloni,I vitelloni,0,1953,\N,104,"Comedy,Drama"
45700,tt0046534,movie,The War of the Worlds,The War of the Worlds,0,1953,\N,85,"Action,Sci-Fi,Thriller"
45833,tt0046672,movie,"20,000 Leagues Under the Sea","20,000 Leagues Under the Sea",0,1954,\N,127,"Adventure,Drama,Family"
45913,tt0046754,movie,The Barefoot Contessa,The Barefoot Contessa,0,1954,\N,128,"Crime,Drama,Mystery"
45964,tt0046807,movie,Brigadoon,Brigadoon,0,1954,\N,108,"Fantasy,Musical,Romance"
45973,tt0046816,movie,The Caine Mutiny,The Caine Mutiny,0,1954,\N,124,"Drama,War"
46028,tt0046874,movie,The Country Girl,The Country Girl,0,1954,\N,104,"Drama,Music"
46029,tt0046876,movie,Creature from the Black Lagoon,Creature from the Black Lagoon,0,1954,\N,79,"Horror,Sci-Fi"
46042,tt0046889,movie,The Dam Busters,The Dam Busters,0,1955,\N,105,"Drama,History,War"
46064,tt0046911,movie,Diabolique,Les diaboliques,0,1955,\N,117,"Crime,Drama,Horror"
46065,tt0046912,movie,Dial M for Murder,Dial M for Murder,0,1954,\N,105,"Crime,Thriller"
46115,tt0046963,movie,Executive Suite,Executive Suite,0,1954,\N,104,"Drama,Romance"
46179,tt0047030,movie,The Glenn Miller Story,The Glenn Miller Story,0,1954,\N,115,"Biography,Drama,Music"
46183,tt0047034,movie,Godzilla,Gojira,0,1954,\N,96,"Horror,Sci-Fi"
46363,tt0047216,movie,The Miracle of Marcelino,Marcelino pan y vino,0,1955,\N,90,Drama
46441,tt0047296,movie,On the Waterfront,On the Waterfront,0,1954,\N,108,"Crime,Drama,Thriller"
46539,tt0047396,movie,Rear Window,Rear Window,0,1954,\N,112,"Drama,Mystery,Thriller"
46579,tt0047437,movie,Sabrina,Sabrina,0,1954,\N,113,"Comedy,Drama,Romance"
46587,tt0047445,movie,Sansho the Bailiff,Sanshô dayû,0,1954,\N,124,Drama
46612,tt0047472,movie,Seven Brides for Seven Brothers,Seven Brides for Seven Brothers,0,1954,\N,102,"Musical,Romance,Western"
46618,tt0047478,movie,Seven Samurai,Shichinin no samurai,0,1954,\N,207,"Action,Drama"
46660,tt0047522,movie,A Star Is Born,A Star Is Born,0,1954,\N,154,"Drama,Musical,Romance"
46666,tt0047528,movie,La Strada,La strada,0,1954,\N,108,Drama
46679,tt0047542,movie,Suddenly,Suddenly,0,1954,\N,77,"Crime,Drama,Film-Noir"
46709,tt0047573,movie,Them!,Them!,0,1954,\N,94,"Horror,Sci-Fi"
46713,tt0047577,movie,This Island Earth,This Island Earth,0,1955,\N,86,"Horror,Mystery,Sci-Fi"
46804,tt0047673,movie,White Christmas,White Christmas,0,1954,\N,120,"Comedy,Musical,Romance"
